timestamp,Puerto Madryn Temperature [2 m elevation corrected],Puerto Pirámides Temperature [2 m elevation corrected],Puerto Madryn Growing Degree Days [2 m elevation corrected],Puerto Pirámides Growing Degree Days [2 m elevation corrected],Puerto Madryn Temperature [1000 mb],Puerto Pirámides Temperature [1000 mb],Puerto Madryn Temperature [850 mb],Puerto Pirámides Temperature [850 mb],Puerto Madryn Temperature [700 mb],Puerto Pirámides Temperature [700 mb],Puerto Madryn Sunshine Duration,Puerto Pirámides Sunshine Duration,Puerto Madryn Shortwave Radiation,Puerto Pirámides Shortwave Radiation,Puerto Madryn Direct Shortwave Radiation,Puerto Pirámides Direct Shortwave Radiation,Puerto Madryn Diffuse Shortwave Radiation,Puerto Pirámides Diffuse Shortwave Radiation
20180806T1100,14.082913,12.83457,0.17012139,0.11810708,12.7,11.99,5.44,5.06,-3.7,-4.1,0.0,0.0,254.54,234.95999,145.23694,136.58276,109.30305,98.377235
20180806T1200,16.292915,13.634569,0.2622048,0.15144038,14.75,11.95,6.28,6.44,-3.91,-4.17,0.0,48.51064,315.06,366.68,197.47769,217.04411,117.5823,149.63588
20180806T1300,18.512915,14.184569,0.35470477,0.17435706,16.83,12.2,6.55,7.48,-3.79,-4.58,0.0,0.0,387.15,450.34,244.22737,271.9015,142.92262,178.4385
20180806T1400,19.412914,14.78457,0.39220476,0.19935708,17.81,13.06,6.23,7.45,-3.91,-4.57,0.0,40.851063,371.13,464.58,250.84764,282.0536,120.282364,182.52641
20180806T1500,18.242914,15.78457,0.34345475,0.24102373,16.84,14.75,6.2,6.12,-3.88,-4.6,0.0,0.0,296.37,399.61,236.07704,243.34523,60.29295,156.26476
20180806T1600,17.192915,17.084568,0.2997048,0.29519033,16.32,16.28,5.72,5.87,-4.09,-4.04,0.0,0.0,184.23,303.49,93.91778,188.88705,90.31222,114.60294
20180806T1700,16.222914,16.604568,0.25928807,0.27519035,15.43,16.17,5.23,5.35,-4.15,-4.17,0.0,0.0,89.89,176.22,25.73793,113.34505,64.15207,62.874958
20180806T1800,15.482914,15.66457,0.22845475,0.23602374,15.02,15.56,5.31,5.27,-4.02,-4.06,0.0,0.0,54.29,89.0,42.459137,48.026577,11.830864,40.973423
20180806T1900,14.932914,13.78457,0.20553808,0.1576904,15.01,15.0,5.74,5.47,-4.19,-4.07,0.0,18.892908,6.23,7.12,5.79172,3.697256,0.43828025,3.4227438
20180806T2000,14.722914,13.104569,0.19678807,0.12935705,15.44,15.69,6.17,6.05,-4.29,-4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180806T2100,13.982914,11.83457,0.16595475,0.07644042,15.84,16.2,6.18,6.34,-4.54,-4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180806T2200,13.4629135,12.15457,0.14428806,0.08977374,15.42,15.74,6.09,6.47,-4.82,-4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180806T2300,12.892914,12.79457,0.12053808,0.116440415,14.94,15.16,5.94,6.26,-5.01,-5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0000,11.812914,12.214569,0.07553808,0.09227371,14.17,15.01,5.65,5.83,-5.53,-4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0100,11.512914,11.90457,0.06303807,0.079357065,12.7,14.32,5.22,5.32,-5.84,-5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0200,10.7129135,11.424569,0.02970473,0.059357047,10.02,13.87,4.44,5.21,-5.82,-5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0300,9.572914,11.40457,0.0,0.058523733,8.92,12.55,3.36,5.06,-6.04,-5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0400,9.322914,10.54457,0.0,0.022690415,8.95,10.13,2.91,4.52,-6.12,-5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0500,8.892914,9.634569,0.0,0.0,8.44,9.02,2.41,4.0,-6.29,-5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0600,8.702913,9.20457,0.0,0.0,8.19,8.83,0.71,3.01,-6.63,-5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0700,8.502913,8.7745695,0.0,0.0,7.95,8.26,-0.13,1.83,-7.32,-6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0800,8.162914,8.594569,0.0,0.0,7.52,7.94,-1.43,-0.37,-7.85,-6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T0900,8.602914,9.394569,0.0,0.0,8.02,8.95,3.21,4.32,-5.92,-5.39,0.0,0.0,2.67,5.34,0.083910465,1.0424762,2.5860896,4.297524
20180807T1000,8.762914,10.134569,0.0,0.0056070485,7.96,9.27,2.43,4.38,-6.08,-5.36,0.0,0.0,24.92,76.54,1.039793,61.404476,23.880207,15.135524
20180807T1100,9.062914,10.214569,0.0,0.008940379,8.02,9.36,1.75,3.93,-6.26,-4.83,0.0,0.0,78.32,102.35,10.202118,28.421127,68.11788,73.92887
20180807T1200,9.402914,9.714569,0.0,0.0,8.17,8.84,0.89,3.52,-5.33,-4.62,0.0,0.0,136.17,68.53,29.320267,1.6393433,106.84973,66.890656
20180807T1300,10.452913,9.184569,0.018871387,0.0,8.66,8.16,0.25,2.74,-5.76,-4.92,0.0,0.0,226.06,61.41,105.01976,0.6657791,121.04024,60.74422
20180807T1400,10.992913,9.08457,0.041371386,0.0,9.54,7.98,-0.46,1.41,-5.8,-5.08,0.0,0.0,287.47,82.77,189.30371,1.7609482,98.1663,81.00905
20180807T1500,12.7129135,8.95457,0.11303806,0.0,10.76,7.82,-1.3,0.57,-6.16,-5.36,0.0,0.0,331.08,83.659996,229.97118,2.1631012,101.10881,81.496895
20180807T1600,12.702913,9.684569,0.11262139,0.0,10.82,8.34,-0.57,0.12,-6.58,-5.38,0.0,0.0,347.99,123.71,204.94127,22.492348,143.04872,101.21765
20180807T1700,11.902914,9.49457,0.07928809,0.0,10.24,8.18,-0.92,-0.79,-7.13,-5.67,0.0,0.0,276.79,129.05,157.25812,78.66037,119.53189,50.389637
20180807T1800,10.352914,8.934569,0.014704744,0.0,9.11,7.57,-1.51,0.24,-7.94,-6.3,3.8297868,0.0,138.84,68.53,75.15702,40.4543,63.682976,28.075699
20180807T1900,8.722914,7.834569,0.0,0.0,7.86,6.35,-1.81,-0.5,-8.38,-6.96,13.902128,0.0,11.57,5.34,6.0187883,4.4561925,5.5512114,0.88380784
20180807T2000,7.532914,7.204569,0.0,0.0,6.91,5.87,-1.54,-0.44,-8.79,-7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T2100,6.742914,7.064569,0.0,0.0,6.4,5.56,-1.81,-1.06,-8.78,-7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T2200,5.722914,6.754569,0.0,0.0,6.23,5.16,-1.69,-1.32,-8.67,-7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180807T2300,4.6829143,6.584569,0.0,0.0,6.22,4.89,-2.05,-1.27,-8.18,-7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0000,3.7729142,5.824569,0.0,0.0,6.24,5.02,-2.49,-1.44,-8.27,-7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0100,3.092914,5.454569,0.0,0.0,6.34,5.2,-2.89,-1.49,-8.54,-7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0200,2.352914,5.414569,0.0,0.0,6.58,5.21,-3.16,-1.82,-8.4,-7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0300,1.8529141,5.364569,0.0,0.0,6.49,4.85,-3.24,-1.68,-8.33,-7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0400,1.4629142,5.174569,0.0,0.0,6.18,4.7,-3.06,-1.68,-8.21,-7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0500,0.86291414,4.964569,0.0,0.0,5.95,4.48,-2.59,-1.42,-8.2,-7.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0600,0.24291413,4.634569,0.0,0.0,5.6,3.84,-2.18,-1.19,-8.01,-8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0700,-0.24708587,4.764569,0.0,0.0,4.97,3.04,-2.08,-1.16,-7.91,-8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0800,-0.75708586,4.294569,0.0,0.0,4.29,2.5,-1.81,-1.18,-7.95,-8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T0900,-0.32708585,5.504569,0.0,0.0,4.61,5.07,-1.22,-0.81,-6.73,-6.82,38.966667,32.68085,18.69,24.92,9.768384,13.049928,8.921617,11.870072
20180808T1000,2.2029142,7.5345693,0.0,0.0,4.59,5.0,-1.27,-0.92,-6.61,-6.77,59.361702,53.61702,154.86,169.98999,84.54106,93.132866,70.31894,76.857124
20180808T1100,5.752914,8.424569,0.0,0.0,4.61,5.35,-1.27,-1.01,-6.26,-6.6,60.0,53.61702,299.04,300.82,171.07175,172.62463,127.968254,128.19537
20180808T1200,8.142914,9.12457,0.0,0.0,4.82,5.7,-1.14,-0.9,-5.84,-6.33,60.0,60.0,409.4,417.41,242.33948,247.70348,167.06052,169.70653
20180808T1300,9.002913,9.70457,0.0,0.0,5.55,6.18,-1.0,-0.72,-5.5,-5.94,60.0,60.0,477.93,485.05,288.75146,293.59442,189.17854,191.45558
20180808T1400,9.572914,10.254569,0.0,0.010607044,6.09,6.75,-0.9,-0.79,-5.29,-5.8,60.0,60.0,500.18,503.74,304.0771,306.5818,196.10292,197.1582
20180808T1500,9.762914,10.564569,0.0,0.023523727,6.25,7.17,-0.81,-0.81,-5.2,-5.54,60.0,60.0,471.69998,473.47998,284.42337,285.592,187.27661,187.88797
20180808T1600,9.422914,10.61457,0.0,0.02560707,6.11,7.46,-0.59,-0.79,-5.08,-5.33,60.0,60.0,397.83,396.05,234.57222,233.41367,163.25777,162.63632
20180808T1700,8.592914,10.314569,0.0,0.013107061,5.61,7.51,-0.24,-0.43,-4.8,-5.09,60.0,60.0,282.13,277.68,160.47786,157.74634,121.652145,119.93366
20180808T1800,7.3329144,9.214569,0.0,0.0,5.09,7.25,0.13,0.28,-4.6,-4.7,60.0,60.0,136.17,129.94,73.79489,70.274826,62.37511,59.66518
20180808T1900,5.922914,7.134569,0.0,0.0,5.25,6.51,0.6,0.81,-4.43,-4.46,30.733334,28.15,11.57,8.9,6.0222154,4.6267385,5.5477843,4.273261
20180808T2000,5.592914,5.524569,0.0,0.0,5.87,5.3,1.07,1.06,-4.15,-4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T2100,5.282914,4.254569,0.0,0.0,6.06,4.07,1.25,1.16,-3.93,-3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T2200,4.9129143,3.4245694,0.0,0.0,5.88,3.36,1.4,1.26,-3.62,-3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180808T2300,4.802914,2.8245692,0.0,0.0,5.37,3.09,1.65,1.48,-3.24,-3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0000,4.732914,2.2745693,0.0,0.0,4.45,2.76,1.88,1.68,-2.92,-2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0100,5.362914,2.1145692,0.0,0.0,3.56,2.2,2.05,1.84,-2.73,-2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0200,5.052914,3.1945693,0.0,0.0,3.03,1.71,2.26,1.91,-2.49,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0300,5.1629143,3.9145694,0.0,0.0,3.14,1.76,2.4,1.91,-2.3,-2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0400,5.342914,4.2245693,0.0,0.0,3.31,2.2,2.22,1.75,-2.28,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0500,5.472914,4.5345693,0.0,0.0,3.48,2.54,2.03,1.59,-2.19,-2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0600,5.612914,4.724569,0.0,0.0,3.69,2.71,2.03,1.55,-1.95,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0700,5.7929144,4.894569,0.0,0.0,3.92,2.98,2.06,1.79,-1.62,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0800,5.922914,5.144569,0.0,0.0,4.07,3.27,2.19,2.06,-1.41,-1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T0900,6.8129144,6.744569,0.0,0.0,4.74,4.6,2.63,2.15,-0.38,-0.05,31.751774,0.0,16.91,15.13,8.844672,8.869241,8.065328,6.2607594
20180809T1000,7.552914,7.154569,0.0,0.0,4.99,4.45,2.8,2.36,-0.14,0.04,0.0,0.0,119.259995,108.58,65.20011,62.84839,54.059883,45.731613
20180809T1100,8.032914,7.2845693,0.0,0.0,5.41,4.28,3.35,2.81,0.36,0.36,0.0,0.0,196.69,200.25,130.71909,135.12906,65.970924,65.12095
20180809T1200,8.592914,7.174569,0.0,0.0,5.85,4.08,3.43,3.47,0.64,0.67,0.0,0.0,233.18,221.61,157.29114,130.79315,75.88886,90.81686
20180809T1300,8.942914,7.234569,0.0,0.0,6.33,4.09,3.57,3.54,0.57,0.67,0.0,0.0,267.0,263.44,162.91565,152.30045,104.08435,111.139565
20180809T1400,9.2129135,7.324569,0.0,0.0,6.46,4.25,3.79,3.82,0.74,0.7,0.0,0.0,251.87,257.21,124.290306,129.8703,127.57969,127.33968
20180809T1500,9.372913,7.234569,0.0,0.0,6.33,4.33,4.32,4.06,1.1,0.72,24.893618,0.0,367.57,222.5,243.40161,98.20576,124.1684,124.29424
20180809T1600,9.272914,7.684569,0.0,0.0,6.56,4.9,4.71,4.47,1.33,1.01,25.531916,0.0,388.93,233.18,229.60847,170.0278,159.32152,63.152187
20180809T1700,8.952913,7.824569,0.0,0.0,6.57,5.36,4.78,4.88,0.97,1.43,40.851063,0.0,270.56,244.75,154.08118,139.20473,116.47883,105.54527
20180809T1800,7.8329144,7.334569,0.0,0.0,6.2,5.54,5.57,5.04,0.93,1.25,43.914894,40.851063,144.18,126.38,78.22641,68.42821,65.95358,57.95179
20180809T1900,6.8329144,6.604569,0.0,0.0,5.94,5.75,6.21,5.63,1.13,1.16,25.697165,24.16766,15.13,11.57,7.8798046,6.018237,7.2501955,5.5517626
20180809T2000,6.942914,6.484569,0.0,0.0,6.04,5.94,5.92,5.96,1.12,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T2100,7.1029143,6.644569,0.0,0.0,6.3,6.25,5.56,5.81,1.38,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T2200,6.7729144,6.594569,0.0,0.0,6.41,6.17,5.2,5.99,1.57,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180809T2300,7.532914,6.334569,0.0,0.0,6.51,5.57,4.84,5.7,1.82,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0000,7.8929143,6.474569,0.0,0.0,6.75,4.83,4.47,5.48,2.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0100,8.002913,6.374569,0.0,0.0,6.83,4.81,4.17,5.1,2.29,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0200,7.952914,6.234569,0.0,0.0,6.77,4.64,3.3,4.96,2.43,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0300,7.6229143,6.024569,0.0,0.0,6.6,4.41,2.88,4.32,2.12,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0400,6.732914,6.094569,0.0,0.0,6.04,4.58,2.19,3.93,2.07,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0500,6.152914,6.344569,0.0,0.0,5.6,4.87,1.83,3.59,1.42,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0600,5.822914,6.084569,0.0,0.0,5.09,4.73,1.64,3.47,1.04,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0700,5.8129144,5.964569,0.0,0.0,4.66,4.68,1.83,3.38,0.34,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0800,5.752914,5.894569,0.0,0.0,4.39,4.64,2.06,2.95,-0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T0900,4.5629144,7.2845693,0.0,0.0,3.93,6.44,2.58,1.68,-0.74,0.37,41.034573,42.61571,22.25,29.369999,11.646425,15.403259,10.603575,13.96674
20180810T1000,6.462914,8.894569,0.0,0.0,4.57,6.98,2.84,1.58,-1.29,-0.16,40.851063,35.106384,171.77,153.97,94.04258,84.59774,77.727425,69.37226
20180810T1100,8.322914,9.19457,0.0,0.0,6.21,6.91,2.3,2.06,-1.72,-0.6,0.0,0.0,282.13,234.06999,161.85495,144.7608,120.27505,89.30918
20180810T1200,10.632914,9.604569,0.026371399,0.0,8.18,6.94,1.93,2.5,-2.57,-0.95,0.0,0.0,355.11,283.02,212.71132,245.51363,142.39867,37.506363
20180810T1300,12.472914,9.62457,0.10303807,0.0,9.94,6.76,2.36,2.82,-2.8,-1.45,47.872337,0.0,485.05,360.44998,293.8454,249.26727,191.2046,111.1827
20180810T1400,13.672914,9.804569,0.15303807,0.0,11.16,6.8,2.76,2.85,-3.4,-1.66,60.0,0.0,507.3,436.1,309.21655,275.23462,198.08345,160.8654
20180810T1500,14.502913,9.73457,0.1876214,0.0,12.11,6.79,2.43,2.66,-3.35,-2.15,60.0,0.0,477.93,432.53998,288.9153,261.5598,189.01468,170.98018
20180810T1600,14.9629135,9.854569,0.20678806,0.0,12.83,7.11,2.21,2.59,-3.24,-2.46,57.12766,0.0,407.62,329.3,240.93896,201.04378,166.68103,128.25621
20180810T1700,14.892914,9.99457,0.20387141,0.0,13.17,7.92,2.04,2.66,-2.6,-1.41,59.04255,55.531918,297.26,287.47,169.48868,163.69617,127.771324,123.77383
20180810T1800,13.722914,9.15457,0.1551214,0.0,13.16,7.74,1.68,2.61,-2.64,-1.64,57.510635,54.638298,152.19,145.95999,82.66786,79.12052,69.52214,66.83947
20180810T1900,12.222914,7.764569,0.09262141,0.0,12.84,7.61,1.57,2.86,-2.65,-1.79,24.101063,20.906029,16.02,13.349999,8.348187,6.9481287,7.671813,6.4018707
20180810T2000,10.202913,7.334569,0.0084547205,0.0,11.6,8.31,1.85,2.9,-2.56,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T2100,8.672914,7.324569,0.0,0.0,10.3,8.67,2.21,2.74,-2.56,-1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T2200,8.252913,7.354569,0.0,0.0,10.02,8.95,2.26,2.37,-2.75,-1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180810T2300,7.652914,7.504569,0.0,0.0,10.07,9.24,2.27,2.51,-2.77,-2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0000,7.172914,7.594569,0.0,0.0,10.46,9.4,2.32,2.74,-2.79,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0100,6.8729143,7.5545692,0.0,0.0,10.66,9.52,2.43,2.94,-2.62,-1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0200,6.632914,7.354569,0.0,0.0,10.48,9.66,2.41,3.11,-2.61,-1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0300,6.3329144,7.114569,0.0,0.0,10.22,9.75,2.43,3.37,-2.41,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0400,6.132914,7.084569,0.0,0.0,10.0,9.67,2.91,3.97,-2.57,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0500,6.1629143,7.104569,0.0,0.0,9.82,9.53,4.19,5.04,-2.82,-2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0600,5.982914,7.094569,0.0,0.0,9.35,9.29,4.83,5.65,-2.73,-1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0700,5.8529143,7.0345693,0.0,0.0,8.95,8.92,4.64,5.32,-2.56,-1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0800,5.902914,6.924569,0.0,0.0,8.76,8.48,5.24,4.83,-2.42,-1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T0900,6.992914,7.984569,0.0,0.0,8.36,8.07,5.19,5.55,-1.5,-1.28,0.0,0.0,25.81,30.26,13.519944,15.881866,12.290055,14.378134
20180811T1000,9.272914,10.054569,0.0,0.0022737186,7.84,8.46,5.5,5.2,-0.97,-0.52,0.0,0.0,153.97,160.2,84.41809,88.14637,69.55191,72.05363
20180811T1100,10.632914,10.70457,0.026371399,0.029357076,8.89,8.83,5.22,5.12,-0.59,0.21,0.0,0.0,238.51999,241.19,143.02551,148.03192,95.494484,93.15808
20180811T1200,12.092914,11.394569,0.08720473,0.05810706,10.12,9.17,4.75,5.11,-0.49,0.3,0.0,0.0,355.11,335.53,215.26799,216.12268,139.842,119.407326
20180811T1300,12.562914,11.184569,0.10678808,0.049357057,10.65,9.1,4.59,5.35,-0.35,0.48,0.0,0.0,347.99,340.87,244.88705,293.02615,103.10294,47.84384
20180811T1400,12.772914,11.32457,0.11553808,0.055190403,10.98,9.27,4.22,5.7,-0.63,0.17,0.0,0.0,342.65,333.75,280.53784,258.03912,62.112156,75.71087
20180811T1500,12.912913,11.094569,0.12137139,0.04560705,11.14,9.23,5.03,5.38,-0.98,0.06,0.0,0.0,341.76,293.69998,240.0401,208.74641,101.71992,84.95357
20180811T1600,12.782914,10.894569,0.11595476,0.037273724,11.29,9.3,6.14,5.83,-1.21,0.09,0.0,0.0,314.16998,245.64,201.22339,186.9348,112.94659,58.7052
20180811T1700,12.592914,10.82457,0.10803807,0.03435707,11.36,9.51,6.62,6.08,-1.61,-0.04,0.0,0.0,240.3,194.91,137.17479,124.68097,103.12521,70.229034
20180811T1800,11.582913,10.504569,0.06595472,0.021023711,10.97,9.68,6.89,6.76,-1.72,-0.55,54.255318,0.0,138.84,111.25,75.503296,60.37435,63.336697,50.87565
20180811T1900,9.882914,10.20457,0.0,0.008523743,9.99,9.84,6.61,6.74,-1.96,-1.18,33.866665,0.0,17.8,11.57,9.281165,6.0251846,8.518834,5.544815
20180811T2000,8.902914,10.2745695,0.0,0.011440396,9.21,10.3,6.16,6.26,-2.35,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T2100,8.252913,10.48457,0.0,0.020190397,8.97,10.74,5.2,5.74,-3.03,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T2200,7.3129144,10.754569,0.0,0.031440377,8.86,11.02,4.81,5.09,-3.66,-2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180811T2300,6.1429143,10.354569,0.0,0.014773726,9.87,10.62,4.22,4.89,-4.26,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0000,5.862914,9.144569,0.0,0.0,10.14,9.63,3.54,4.65,-4.59,-3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0100,6.212914,7.654569,0.0,0.0,9.07,8.48,3.34,3.86,-4.71,-3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0200,6.1029143,7.234569,0.0,0.0,9.06,10.56,2.84,3.36,-4.93,-4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0300,5.5229144,7.364569,0.0,0.0,7.89,9.27,2.66,3.06,-5.28,-4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0400,4.6829143,6.984569,0.0,0.0,8.45,9.21,2.69,2.96,-5.76,-4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0500,3.7929142,6.414569,0.0,0.0,8.37,8.84,2.44,2.78,-6.11,-5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0600,2.862914,6.024569,0.0,0.0,9.01,8.57,2.47,2.79,-6.4,-5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0700,2.0229142,5.744569,0.0,0.0,9.09,8.84,2.43,2.54,-6.65,-5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0800,1.5029142,5.634569,0.0,0.0,9.3,8.57,2.29,2.36,-6.8,-5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T0900,3.582914,6.574569,0.0,0.0,8.74,8.12,3.43,3.53,-5.24,-3.88,42.99911,48.05,31.15,32.04,16.329351,16.82863,14.820648,15.21137
20180812T1000,7.172914,9.504569,0.0,0.0,8.15,8.65,3.28,3.49,-5.13,-3.96,55.404255,60.0,182.45,182.45,100.17607,100.53183,82.273926,81.91817
20180812T1100,10.542913,11.464569,0.022621393,0.061023712,9.0,9.86,3.11,3.39,-5.13,-4.19,57.31915,59.61702,324.85,327.52,186.88718,189.00342,137.96283,138.51657
20180812T1200,13.202913,13.2745695,0.13345473,0.1364404,11.08,11.18,2.98,3.43,-5.06,-4.13,58.659573,59.61702,432.53998,440.55,257.45245,262.87354,175.08751,177.67645
20180812T1300,14.772914,14.424569,0.19887142,0.18435705,12.48,12.14,2.8,3.52,-4.99,-4.14,60.0,60.0,500.18,502.85,303.82324,306.0005,196.35677,196.8495
20180812T1400,15.642914,15.28457,0.23512141,0.2201904,13.45,13.06,2.7,3.56,-4.93,-4.36,60.0,59.234043,517.98,523.32,316.54898,320.15857,201.431,203.16145
20180812T1500,16.002914,15.87457,0.25012144,0.24477375,13.93,13.83,2.82,3.53,-5.12,-4.48,60.0,57.70213,490.38998,493.94998,297.19714,299.44562,193.19284,194.50438
20180812T1600,16.012915,16.204569,0.2505381,0.2585237,14.16,14.43,3.3,3.56,-5.27,-4.72,60.0,59.61702,414.74,417.41,245.74844,247.20735,168.99155,170.20265
20180812T1700,15.502913,16.14457,0.22928806,0.25602373,13.97,14.72,3.72,3.71,-5.49,-4.92,60.0,60.0,296.37,296.37,169.38272,169.16243,126.98727,127.207565
20180812T1800,13.282914,14.884569,0.13678809,0.20352371,13.0,14.52,3.91,4.04,-5.65,-5.04,60.0,59.808514,147.73999,141.51,80.43569,76.883896,67.3043,64.6261
20180812T1900,10.152914,13.104569,0.0063714185,0.12935705,12.23,13.72,4.29,4.59,-5.85,-5.03,34.916668,32.283333,16.02,14.24,8.357906,7.4198813,7.6620946,6.8201184
20180812T2000,9.152914,10.99457,0.0,0.04144041,12.16,12.34,4.57,5.19,-6.13,-5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T2100,8.842914,9.474569,0.0,0.0,11.89,11.09,4.66,5.52,-6.58,-5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180812T2200,8.7129135,9.37457,0.0,0.0,11.6,10.63,4.63,5.54,-6.91,-6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
