Date,Time,Speed (cm/s),Bearing (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2024-04-04,11:30:00.000,0.34,122.79,-0.19,0.29
2024-04-04,11:40:00.000,0.28,74.59,0.08,0.27
2024-04-04,11:50:00.000,0.46,62.64,0.21,0.40
2024-04-04,12:00:00.000,0.34,84.10,0.04,0.34
2024-04-04,12:10:00.000,0.34,76.03,0.08,0.33
2024-04-04,12:20:00.000,0.28,26.33,0.26,0.13
2024-04-04,12:30:00.000,0.28,76.55,0.07,0.28
2024-04-04,12:40:00.000,0.28,69.26,0.10,0.27
2024-04-04,12:50:00.000,0.28,76.47,0.07,0.28
2024-04-04,13:00:00.000,0.34,110.76,-0.12,0.32
2024-04-04,13:10:00.000,0.34,117.27,-0.16,0.30
2024-04-04,13:20:00.000,0.23,122.14,-0.12,0.19
2024-04-04,13:30:00.000,0.17,65.77,0.07,0.16
2024-04-04,13:40:00.000,0.34,158.44,-0.32,0.13
2024-04-04,13:50:00.000,0.23,95.41,-0.02,0.23
2024-04-04,14:00:00.000,0.28,89.45,0.00,0.28
2024-04-04,14:10:00.000,0.40,154.61,-0.36,0.17
2024-04-04,14:20:00.000,0.34,86.08,0.02,0.34
2024-04-04,14:30:00.000,0.23,172.42,-0.23,0.03
2024-04-04,14:40:00.000,2.62,151.30,-2.30,1.26
2024-04-04,14:50:00.000,0.34,120.04,-0.17,0.30
2024-04-04,15:00:00.000,1.23,178.63,-1.23,0.03
2024-04-04,15:10:00.000,0.77,143.35,-0.62,0.46
2024-04-04,15:20:00.000,1.81,138.36,-1.36,1.21
2024-04-04,15:30:00.000,0.57,129.30,-0.36,0.44
2024-04-04,15:40:00.000,2.40,139.91,-1.83,1.54
2024-04-04,15:50:00.000,2.03,116.12,-0.89,1.83
2024-04-04,16:00:00.000,3.70,97.69,-0.50,3.67
2024-04-04,16:10:00.000,7.78,113.07,-3.05,7.16
2024-04-04,16:20:00.000,5.17,108.82,-1.67,4.90
2024-04-04,16:30:00.000,7.25,105.97,-1.99,6.97
2024-04-04,16:40:00.000,7.10,110.24,-2.46,6.67
2024-04-04,16:50:00.000,5.10,85.50,0.40,5.08
2024-04-04,17:00:00.000,7.03,96.85,-0.84,6.98
2024-04-04,17:10:00.000,7.18,88.15,0.23,7.17
2024-04-04,17:20:00.000,7.58,79.21,1.42,7.45
2024-04-04,17:30:00.000,8.45,65.06,3.56,7.66
2024-04-04,17:40:00.000,5.94,69.02,2.13,5.54
2024-04-04,17:50:00.000,6.45,82.48,0.84,6.39
2024-04-04,18:00:00.000,6.08,49.11,3.98,4.60
2024-04-04,18:10:00.000,7.78,63.59,3.46,6.97
2024-04-04,18:20:00.000,6.01,69.63,2.09,5.63
2024-04-04,18:30:00.000,7.58,50.02,4.87,5.81
2024-04-04,18:40:00.000,4.87,59.03,2.50,4.17
2024-04-04,18:50:00.000,7.65,51.80,4.73,6.01
2024-04-04,19:00:00.000,8.25,52.21,5.05,6.52
2024-04-04,19:10:00.000,8.64,43.81,6.23,5.98
2024-04-04,19:20:00.000,7.92,39.58,6.10,5.04
2024-04-04,19:30:00.000,7.92,26.32,7.09,3.51
2024-04-04,19:40:00.000,6.96,28.25,6.13,3.29
2024-04-04,19:50:00.000,4.40,38.61,3.44,2.75
2024-04-04,20:00:00.000,5.41,38.03,4.26,3.33
2024-04-04,20:10:00.000,5.02,37.08,4.01,3.03
2024-04-04,20:20:00.000,6.81,52.15,4.18,5.38
2024-04-04,20:30:00.000,2.25,50.09,1.44,1.73
2024-04-04,20:40:00.000,2.11,56.14,1.17,1.75
2024-04-04,20:50:00.000,5.48,12.45,5.35,1.18
2024-04-04,21:00:00.000,1.60,37.94,1.26,0.98
2024-04-04,21:10:00.000,2.92,42.10,2.17,1.96
2024-04-04,21:20:00.000,1.81,36.20,1.46,1.07
2024-04-04,21:30:00.000,1.38,15.77,1.32,0.37
2024-04-04,21:40:00.000,3.78,1.82,3.78,0.12
2024-04-04,21:50:00.000,2.18,8.21,2.16,0.31
2024-04-04,22:00:00.000,3.39,37.71,2.68,2.07
2024-04-04,22:10:00.000,4.40,38.50,3.45,2.74
2024-04-04,22:20:00.000,7.25,41.48,5.43,4.80
2024-04-04,22:30:00.000,5.41,49.18,3.53,4.09
2024-04-04,22:40:00.000,6.45,35.99,5.22,3.79
2024-04-04,22:50:00.000,7.45,54.20,4.36,6.04
2024-04-04,23:00:00.000,5.48,29.71,4.76,2.72
2024-04-04,23:10:00.000,4.71,67.01,1.84,4.34
2024-04-04,23:20:00.000,4.17,57.44,2.25,3.52
2024-04-04,23:30:00.000,5.02,40.57,3.81,3.26
2024-04-04,23:40:00.000,7.65,49.18,5.00,5.79
2024-04-04,23:50:00.000,6.08,49.97,3.91,4.66
2024-04-05,00:00:00.000,5.56,57.64,2.98,4.70
2024-04-05,00:10:00.000,7.92,44.86,5.61,5.58
2024-04-05,00:20:00.000,6.23,62.75,2.85,5.54
2024-04-05,00:30:00.000,7.18,46.03,4.98,5.17
2024-04-05,00:40:00.000,6.45,54.61,3.73,5.26
2024-04-05,00:50:00.000,5.79,44.50,4.13,4.06
2024-04-05,01:00:00.000,6.16,46.35,4.25,4.45
2024-04-05,01:10:00.000,6.59,39.80,5.07,4.22
2024-04-05,01:20:00.000,6.16,36.65,4.94,3.67
2024-04-05,01:30:00.000,5.17,45.73,3.61,3.70
2024-04-05,01:40:00.000,4.63,39.42,3.58,2.94
2024-04-05,01:50:00.000,4.02,29.41,3.50,1.97
2024-04-05,02:00:00.000,3.78,50.47,2.41,2.92
2024-04-05,02:10:00.000,5.02,32.38,4.24,2.69
2024-04-05,02:20:00.000,2.47,30.00,2.14,1.24
2024-04-05,02:30:00.000,4.94,5.03,4.92,0.43
2024-04-05,02:40:00.000,6.52,9.68,6.43,1.10
2024-04-05,02:50:00.000,4.25,23.84,3.89,1.72
2024-04-05,03:00:00.000,5.71,16.34,5.48,1.61
2024-04-05,03:10:00.000,6.59,25.79,5.94,2.87
2024-04-05,03:20:00.000,4.71,33.95,3.91,2.63
2024-04-05,03:30:00.000,4.63,21.93,4.30,1.73
2024-04-05,03:40:00.000,4.94,10.10,4.87,0.87
2024-04-05,03:50:00.000,6.16,36.72,4.93,3.68
2024-04-05,04:00:00.000,4.25,20.05,3.99,1.46
2024-04-05,04:10:00.000,6.16,22.91,5.67,2.40
2024-04-05,04:20:00.000,5.94,30.49,5.12,3.01
2024-04-05,04:30:00.000,4.25,35.75,3.45,2.48
2024-04-05,04:40:00.000,4.40,24.81,4.00,1.85
2024-04-05,04:50:00.000,3.86,35.51,3.14,2.24
2024-04-05,05:00:00.000,4.40,40.92,3.33,2.88
2024-04-05,05:10:00.000,5.71,39.82,4.39,3.66
2024-04-05,05:20:00.000,4.71,27.36,4.18,2.17
2024-04-05,05:30:00.000,3.31,57.73,1.77,2.80
2024-04-05,05:40:00.000,1.23,62.68,0.56,1.09
2024-04-05,05:50:00.000,4.02,33.08,3.37,2.19
2024-04-05,06:00:00.000,4.02,67.00,1.57,3.70
2024-04-05,06:10:00.000,6.08,41.74,4.54,4.05
2024-04-05,06:20:00.000,3.70,27.69,3.28,1.72
2024-04-05,06:30:00.000,1.96,40.51,1.49,1.27
2024-04-05,06:40:00.000,4.40,27.35,3.91,2.02
2024-04-05,06:50:00.000,6.37,39.62,4.91,4.07
2024-04-05,07:00:00.000,4.63,31.23,3.96,2.40
2024-04-05,07:10:00.000,6.08,33.64,5.06,3.37
2024-04-05,07:20:00.000,5.94,42.32,4.39,4.00
2024-04-05,07:30:00.000,6.30,34.74,5.18,3.59
2024-04-05,07:40:00.000,5.86,14.34,5.68,1.45
2024-04-05,07:50:00.000,7.65,42.35,5.65,5.15
2024-04-05,08:00:00.000,7.03,32.22,5.95,3.75
2024-04-05,08:10:00.000,6.37,32.57,5.37,3.43
2024-04-05,08:20:00.000,6.01,4.66,5.99,0.49
2024-04-05,08:30:00.000,8.05,334.55,7.27,-3.46
2024-04-05,08:40:00.000,1.74,1.10,1.74,0.03
2024-04-05,08:50:00.000,3.78,23.72,3.46,1.52
2024-04-05,09:00:00.000,6.08,19.95,5.72,2.08
2024-04-05,09:10:00.000,6.08,17.64,5.80,1.84
2024-04-05,09:20:00.000,5.48,11.69,5.37,1.11
2024-04-05,09:30:00.000,7.03,353.77,6.99,-0.76
2024-04-05,09:40:00.000,7.78,358.51,7.78,-0.20
2024-04-05,09:50:00.000,8.88,7.15,8.81,1.11
2024-04-05,10:00:00.000,7.25,6.10,7.21,0.77
2024-04-05,10:10:00.000,9.53,3.56,9.51,0.59
2024-04-05,10:20:00.000,8.94,7.51,8.86,1.17
2024-04-05,10:30:00.000,7.10,2.88,7.10,0.36
2024-04-05,10:40:00.000,9.65,351.83,9.55,-1.37
2024-04-05,10:50:00.000,7.52,351.13,7.43,-1.16
2024-04-05,11:00:00.000,7.72,5.02,7.69,0.68
2024-04-05,11:10:00.000,9.29,356.58,9.28,-0.55
2024-04-05,11:20:00.000,6.52,356.47,6.51,-0.40
2024-04-05,11:30:00.000,8.31,0.07,8.31,0.01
2024-04-05,11:40:00.000,6.88,344.27,6.63,-1.87
2024-04-05,11:50:00.000,7.72,346.70,7.51,-1.77
2024-04-05,12:00:00.000,6.45,354.62,6.42,-0.60
2024-04-05,12:10:00.000,8.94,347.84,8.74,-1.88
2024-04-05,12:20:00.000,9.47,344.40,9.12,-2.55
2024-04-05,12:30:00.000,7.92,341.22,7.49,-2.55
2024-04-05,12:40:00.000,8.88,336.29,8.13,-3.57
2024-04-05,12:50:00.000,6.96,346.67,6.77,-1.60
2024-04-05,13:00:00.000,7.38,348.87,7.24,-1.43
2024-04-05,13:10:00.000,6.74,357.19,6.73,-0.33
2024-04-05,13:20:00.000,9.71,348.06,9.50,-2.01
2024-04-05,13:30:00.000,8.45,350.72,8.34,-1.36
2024-04-05,13:40:00.000,6.45,358.48,6.44,-0.17
2024-04-05,13:50:00.000,8.45,3.71,8.43,0.55
2024-04-05,14:00:00.000,7.85,16.00,7.54,2.16
2024-04-05,14:10:00.000,7.52,15.48,7.24,2.01
2024-04-05,14:20:00.000,9.98,14.43,9.66,2.49
2024-04-05,14:30:00.000,8.88,15.04,8.57,2.30
2024-04-05,14:40:00.000,9.41,16.65,9.02,2.70
2024-04-05,14:50:00.000,7.10,34.85,5.83,4.06
2024-04-05,15:00:00.000,7.65,21.41,7.12,2.79
2024-04-05,15:10:00.000,4.56,33.39,3.81,2.51
2024-04-05,15:20:00.000,6.08,34.95,4.98,3.48
2024-04-05,15:30:00.000,8.51,11.48,8.34,1.69
2024-04-05,15:40:00.000,8.45,38.57,6.60,5.27
2024-04-05,15:50:00.000,7.45,30.86,6.39,3.82
2024-04-05,16:00:00.000,7.38,41.86,5.50,4.93
2024-04-05,16:10:00.000,8.25,42.79,6.05,5.60
2024-04-05,16:20:00.000,9.71,27.29,8.63,4.45
2024-04-05,16:30:00.000,8.11,36.74,6.50,4.85
2024-04-05,16:40:00.000,9.53,26.16,8.56,4.20
2024-04-05,16:50:00.000,9.35,31.95,7.94,4.95
2024-04-05,17:00:00.000,9.53,29.74,8.28,4.73
2024-04-05,17:10:00.000,10.65,21.77,9.89,3.95
2024-04-05,17:20:00.000,9.87,29.32,8.61,4.84
2024-04-05,17:30:00.000,10.65,19.61,10.04,3.57
2024-04-05,17:40:00.000,9.00,23.96,8.22,3.65
2024-04-05,17:50:00.000,10.13,20.88,9.47,3.61
2024-04-05,18:00:00.000,9.53,26.66,8.52,4.28
2024-04-05,18:10:00.000,7.98,18.97,7.55,2.59
2024-04-05,18:20:00.000,9.06,3.32,9.04,0.52
2024-04-05,18:30:00.000,3.55,21.18,3.31,1.28
2024-04-05,18:40:00.000,8.38,0.63,8.38,0.09
2024-04-05,18:50:00.000,6.88,359.55,6.88,-0.05
2024-04-05,19:00:00.000,6.45,354.43,6.42,-0.63
2024-04-05,19:10:00.000,7.03,350.31,6.93,-1.18
2024-04-05,19:20:00.000,4.56,351.15,4.50,-0.70
2024-04-05,19:30:00.000,6.45,348.66,6.32,-1.27
2024-04-05,19:40:00.000,6.08,337.54,5.62,-2.32
2024-04-05,19:50:00.000,2.77,342.24,2.64,-0.84
2024-04-05,20:00:00.000,3.47,332.81,3.09,-1.59
2024-04-05,20:10:00.000,1.89,336.08,1.72,-0.77
2024-04-05,20:20:00.000,3.00,328.30,2.55,-1.58
2024-04-05,20:30:00.000,2.03,332.39,1.80,-0.94
2024-04-05,20:40:00.000,6.96,331.18,6.10,-3.35
2024-04-05,20:50:00.000,8.05,320.08,6.17,-5.17
2024-04-05,21:00:00.000,3.47,334.04,3.12,-1.52
2024-04-05,21:10:00.000,6.52,351.01,6.44,-1.02
2024-04-05,21:20:00.000,6.74,352.40,6.68,-0.89
2024-04-05,21:30:00.000,4.56,314.97,3.22,-3.22
2024-04-05,21:40:00.000,7.52,301.28,3.90,-6.42
2024-04-05,21:50:00.000,1.52,309.51,0.97,-1.17
2024-04-05,22:00:00.000,5.10,308.54,3.18,-3.99
2024-04-05,22:10:00.000,1.52,320.51,1.17,-0.97
2024-04-05,22:20:00.000,2.62,318.83,1.97,-1.72
2024-04-05,22:30:00.000,1.30,337.50,1.20,-0.50
2024-04-05,22:40:00.000,5.48,318.97,4.14,-3.60
2024-04-05,22:50:00.000,3.16,318.40,2.36,-2.10
2024-04-05,23:00:00.000,1.03,336.88,0.95,-0.41
2024-04-05,23:10:00.000,3.16,322.13,2.49,-1.94
2024-04-05,23:20:00.000,1.10,351.71,1.09,-0.16
2024-04-05,23:30:00.000,1.60,310.02,1.03,-1.22
2024-04-05,23:40:00.000,1.30,59.14,0.67,1.12
2024-04-05,23:50:00.000,1.23,104.27,-0.30,1.19
2024-04-06,00:00:00.000,1.45,83.18,0.17,1.44
2024-04-06,00:10:00.000,1.10,131.42,-0.73,0.82
2024-04-06,00:20:00.000,1.16,26.62,1.04,0.52
2024-04-06,00:30:00.000,0.77,14.33,0.74,0.19
2024-04-06,00:40:00.000,1.96,337.99,1.82,-0.73
2024-04-06,00:50:00.000,1.74,347.50,1.70,-0.38
2024-04-06,01:00:00.000,1.45,359.21,1.45,-0.02
2024-04-06,01:10:00.000,1.10,342.07,1.04,-0.34
2024-04-06,01:20:00.000,2.40,345.10,2.32,-0.62
2024-04-06,01:30:00.000,2.03,294.74,0.85,-1.85
2024-04-06,01:40:00.000,2.33,336.39,2.13,-0.93
2024-04-06,01:50:00.000,2.77,330.69,2.41,-1.36
2024-04-06,02:00:00.000,1.45,331.42,1.27,-0.69
2024-04-06,02:10:00.000,0.40,274.08,0.03,-0.40
2024-04-06,02:20:00.000,0.57,185.21,-0.57,-0.05
2024-04-06,02:30:00.000,0.90,327.88,0.76,-0.48
2024-04-06,02:40:00.000,1.30,110.52,-0.46,1.22
2024-04-06,02:50:00.000,0.77,8.61,0.76,0.11
2024-04-06,03:00:00.000,0.97,359.24,0.97,-0.01
2024-04-06,03:10:00.000,0.97,319.32,0.73,-0.63
2024-04-06,03:20:00.000,1.67,11.01,1.64,0.32
2024-04-06,03:30:00.000,1.52,34.39,1.26,0.86
2024-04-06,03:40:00.000,6.30,16.19,6.05,1.76
2024-04-06,03:50:00.000,1.16,31.83,0.99,0.61
2024-04-06,04:00:00.000,1.38,69.63,0.48,1.29
2024-04-06,04:10:00.000,0.83,57.26,0.45,0.70
2024-04-06,04:20:00.000,0.90,63.54,0.40,0.81
2024-04-06,04:30:00.000,0.77,90.36,-0.00,0.77
2024-04-06,04:40:00.000,1.38,81.43,0.21,1.36
2024-04-06,04:50:00.000,1.30,87.72,0.05,1.30
2024-04-06,05:00:00.000,1.03,61.05,0.50,0.90
2024-04-06,05:10:00.000,0.57,55.40,0.32,0.47
2024-04-06,05:20:00.000,0.70,53.38,0.42,0.56
2024-04-06,05:30:00.000,0.70,30.84,0.60,0.36
2024-04-06,05:40:00.000,1.38,29.56,1.20,0.68
2024-04-06,05:50:00.000,1.67,1.47,1.67,0.04
2024-04-06,06:00:00.000,0.57,26.49,0.51,0.25
2024-04-06,06:10:00.000,4.79,10.94,4.70,0.91
2024-04-06,06:20:00.000,6.45,18.59,6.11,2.06
2024-04-06,06:30:00.000,5.02,14.01,4.87,1.22
2024-04-06,06:40:00.000,2.47,40.97,1.87,1.62
2024-04-06,06:50:00.000,0.77,61.81,0.36,0.68
2024-04-06,07:00:00.000,0.46,52.82,0.28,0.36
2024-04-06,07:10:00.000,0.64,51.39,0.40,0.50
2024-04-06,07:20:00.000,0.70,55.78,0.39,0.58
2024-04-06,07:30:00.000,0.40,40.22,0.30,0.26
2024-04-06,07:40:00.000,0.57,15.54,0.55,0.15
2024-04-06,07:50:00.000,0.64,29.48,0.55,0.31
2024-04-06,08:00:00.000,0.70,338.79,0.65,-0.25
2024-04-06,08:10:00.000,4.56,4.15,4.55,0.33
2024-04-06,08:20:00.000,0.40,19.25,0.38,0.13
2024-04-06,08:30:00.000,0.83,11.68,0.82,0.17
2024-04-06,08:40:00.000,0.57,359.35,0.57,-0.01
2024-04-06,08:50:00.000,0.83,13.19,0.81,0.19
2024-04-06,09:00:00.000,4.40,354.17,4.38,-0.45
2024-04-06,09:10:00.000,3.86,357.81,3.86,-0.15
2024-04-06,09:20:00.000,1.67,0.76,1.67,0.02
2024-04-06,09:30:00.000,0.57,15.10,0.55,0.15
2024-04-06,09:40:00.000,0.90,13.51,0.88,0.21
2024-04-06,09:50:00.000,0.70,4.95,0.70,0.06
2024-04-06,10:00:00.000,0.57,11.34,0.56,0.11
2024-04-06,10:10:00.000,0.90,348.63,0.88,-0.18
2024-04-06,10:20:00.000,1.30,4.11,1.30,0.09
2024-04-06,10:30:00.000,1.60,330.92,1.39,-0.78
2024-04-06,10:40:00.000,1.52,348.01,1.49,-0.32
2024-04-06,10:50:00.000,3.39,343.60,3.25,-0.96
2024-04-06,11:00:00.000,1.60,335.78,1.45,-0.65
2024-04-06,11:10:00.000,2.18,326.73,1.82,-1.20
2024-04-06,11:20:00.000,0.97,328.04,0.82,-0.51
2024-04-06,11:30:00.000,2.85,320.78,2.20,-1.80
2024-04-06,11:40:00.000,1.81,321.39,1.42,-1.13
2024-04-06,11:50:00.000,2.40,326.79,2.01,-1.31
2024-04-06,12:00:00.000,0.64,338.51,0.59,-0.23
2024-04-06,12:10:00.000,1.74,325.33,1.43,-0.99
2024-04-06,12:20:00.000,1.38,307.20,0.83,-1.10
2024-04-06,12:30:00.000,2.18,326.46,1.82,-1.20
2024-04-06,12:40:00.000,1.60,327.16,1.34,-0.87
2024-04-06,12:50:00.000,0.77,347.36,0.75,-0.17
2024-04-06,13:00:00.000,1.52,324.22,1.23,-0.89
2024-04-06,13:10:00.000,2.11,325.74,1.74,-1.19
2024-04-06,13:20:00.000,1.81,321.75,1.42,-1.12
2024-04-06,13:30:00.000,1.52,335.68,1.39,-0.63
2024-04-06,13:40:00.000,1.38,328.06,1.17,-0.73
2024-04-06,13:50:00.000,1.81,318.52,1.36,-1.20
2024-04-06,14:00:00.000,3.00,329.44,2.58,-1.53
2024-04-06,14:10:00.000,2.18,330.82,1.90,-1.06
2024-04-06,14:20:00.000,2.85,335.35,2.59,-1.19
2024-04-06,14:30:00.000,3.78,327.91,3.20,-2.01
2024-04-06,14:40:00.000,1.03,338.74,0.96,-0.37
2024-04-06,14:50:00.000,2.85,336.80,2.62,-1.12
2024-04-06,15:00:00.000,5.56,337.10,5.12,-2.16
2024-04-06,15:10:00.000,3.00,329.17,2.58,-1.54
2024-04-06,15:20:00.000,6.67,327.55,5.62,-3.58
2024-04-06,15:30:00.000,2.77,336.86,2.55,-1.09
2024-04-06,15:40:00.000,3.86,341.95,3.67,-1.20
2024-04-06,15:50:00.000,3.08,342.92,2.94,-0.90
2024-04-06,16:00:00.000,1.23,359.25,1.23,-0.02
2024-04-06,16:10:00.000,2.25,350.85,2.22,-0.36
2024-04-06,16:20:00.000,5.64,354.44,5.61,-0.55
2024-04-06,16:30:00.000,1.81,6.18,1.80,0.20
2024-04-06,16:40:00.000,4.17,351.97,4.13,-0.58
2024-04-06,16:50:00.000,4.40,356.88,4.40,-0.24
2024-04-06,17:00:00.000,1.23,6.21,1.22,0.13
2024-04-06,17:10:00.000,2.85,359.45,2.85,-0.03
2024-04-06,17:20:00.000,0.77,21.15,0.72,0.28
2024-04-06,17:30:00.000,3.16,357.34,3.15,-0.15
2024-04-06,17:40:00.000,1.10,29.78,0.95,0.55
2024-04-06,17:50:00.000,1.10,12.81,1.07,0.24
2024-04-06,18:00:00.000,1.03,11.28,1.01,0.20
2024-04-06,18:10:00.000,1.38,45.26,0.97,0.98
2024-04-06,18:20:00.000,0.97,51.75,0.60,0.76
2024-04-06,18:30:00.000,0.64,31.16,0.54,0.33
2024-04-06,18:40:00.000,0.51,59.57,0.26,0.44
2024-04-06,18:50:00.000,0.51,36.64,0.41,0.31
2024-04-06,19:00:00.000,0.51,51.92,0.32,0.40
2024-04-06,19:10:00.000,0.83,96.65,-0.10,0.83
2024-04-06,19:20:00.000,0.51,54.31,0.30,0.42
2024-04-06,19:30:00.000,0.77,78.45,0.15,0.75
2024-04-06,19:40:00.000,0.40,52.72,0.24,0.32
2024-04-06,19:50:00.000,0.46,93.13,-0.02,0.46
2024-04-06,20:00:00.000,0.51,83.65,0.06,0.51
2024-04-06,20:10:00.000,1.10,95.68,-0.11,1.09
2024-04-06,20:20:00.000,0.70,77.07,0.16,0.68
2024-04-06,20:30:00.000,2.54,73.59,0.72,2.44
2024-04-06,20:40:00.000,1.81,72.24,0.55,1.73
2024-04-06,20:50:00.000,1.81,56.44,1.00,1.51
2024-04-06,21:00:00.000,2.92,67.93,1.10,2.71
2024-04-06,21:10:00.000,2.03,75.02,0.53,1.96
2024-04-06,21:20:00.000,1.74,55.46,0.99,1.43
2024-04-06,21:30:00.000,3.70,77.06,0.83,3.61
2024-04-06,21:40:00.000,8.18,53.70,4.84,6.59
2024-04-06,21:50:00.000,7.18,59.88,3.60,6.21
2024-04-06,22:00:00.000,6.88,52.15,4.22,5.44
2024-04-06,22:10:00.000,7.32,44.17,5.25,5.10
2024-04-06,22:20:00.000,8.51,37.14,6.79,5.14
2024-04-06,22:30:00.000,8.38,32.09,7.10,4.45
2024-04-06,22:40:00.000,9.23,33.31,7.72,5.07
2024-04-06,22:50:00.000,7.92,27.56,7.02,3.66
2024-04-06,23:00:00.000,7.78,29.80,6.75,3.87
2024-04-06,23:10:00.000,7.52,18.98,7.11,2.44
2024-04-06,23:20:00.000,5.17,28.29,4.56,2.45
2024-04-06,23:30:00.000,2.03,16.12,1.95,0.56
2024-04-06,23:40:00.000,2.47,313.90,1.71,-1.78
2024-04-06,23:50:00.000,0.77,346.51,0.75,-0.18
2024-04-07,00:00:00.000,0.77,357.45,0.77,-0.03
2024-04-07,00:10:00.000,1.38,339.03,1.28,-0.49
2024-04-07,00:20:00.000,2.03,333.53,1.82,-0.91
2024-04-07,00:30:00.000,0.90,347.05,0.88,-0.20
2024-04-07,00:40:00.000,0.97,333.14,0.86,-0.44
2024-04-07,00:50:00.000,1.03,350.78,1.02,-0.17
2024-04-07,01:00:00.000,3.24,326.00,2.68,-1.81
2024-04-07,01:10:00.000,3.16,310.78,2.06,-2.39
2024-04-07,01:20:00.000,1.38,329.05,1.18,-0.71
2024-04-07,01:30:00.000,1.81,318.28,1.35,-1.21
2024-04-07,01:40:00.000,1.16,315.27,0.83,-0.82
2024-04-07,01:50:00.000,1.45,341.88,1.38,-0.45
2024-04-07,02:00:00.000,1.60,315.29,1.13,-1.12
2024-04-07,02:10:00.000,1.89,323.36,1.51,-1.13
2024-04-07,02:20:00.000,0.90,327.02,0.75,-0.49
2024-04-07,02:30:00.000,0.83,348.08,0.82,-0.17
2024-04-07,02:40:00.000,1.23,322.65,0.98,-0.75
2024-04-07,02:50:00.000,0.77,338.27,0.71,-0.28
2024-04-07,03:00:00.000,0.90,339.12,0.84,-0.32
2024-04-07,03:10:00.000,0.90,358.03,0.90,-0.03
2024-04-07,03:20:00.000,0.77,359.02,0.77,-0.01
2024-04-07,03:30:00.000,1.38,340.92,1.30,-0.45
2024-04-07,03:40:00.000,0.57,50.74,0.36,0.44
2024-04-07,03:50:00.000,0.57,40.90,0.43,0.37
2024-04-07,04:00:00.000,1.16,47.02,0.79,0.85
2024-04-07,04:10:00.000,1.38,23.93,1.26,0.56
2024-04-07,04:20:00.000,1.67,54.15,0.98,1.35
2024-04-07,04:30:00.000,4.94,7.20,4.90,0.62
2024-04-07,04:40:00.000,5.71,15.34,5.51,1.51
2024-04-07,04:50:00.000,5.02,17.27,4.79,1.49
2024-04-07,05:00:00.000,7.03,9.43,6.94,1.15
2024-04-07,05:10:00.000,6.88,16.48,6.60,1.95
2024-04-07,05:20:00.000,9.87,11.43,9.68,1.96
2024-04-07,05:30:00.000,9.53,8.94,9.42,1.48
2024-04-07,05:40:00.000,8.70,3.53,8.68,0.54
2024-04-07,05:50:00.000,9.00,18.08,8.55,2.79
2024-04-07,06:00:00.000,8.76,13.73,8.51,2.08
2024-04-07,06:10:00.000,11.31,356.41,11.29,-0.71
2024-04-07,06:20:00.000,10.50,9.06,10.37,1.65
2024-04-07,06:30:00.000,8.88,17.59,8.46,2.68
2024-04-07,06:40:00.000,11.22,2.45,11.21,0.48
2024-04-07,06:50:00.000,10.65,11.03,10.46,2.04
2024-04-07,07:00:00.000,9.65,23.86,8.83,3.90
2024-04-07,07:10:00.000,9.23,15.71,8.89,2.50
2024-04-07,07:20:00.000,9.93,2.83,9.91,0.49
2024-04-07,07:30:00.000,9.82,2.11,9.82,0.36
2024-04-07,07:40:00.000,9.98,4.56,9.95,0.79
2024-04-07,07:50:00.000,9.00,2.98,8.98,0.47
2024-04-07,08:00:00.000,9.59,8.28,9.49,1.38
2024-04-07,08:10:00.000,10.03,0.85,10.03,0.15
2024-04-07,08:20:00.000,10.08,16.72,9.66,2.90
2024-04-07,08:30:00.000,10.24,11.52,10.03,2.04
2024-04-07,08:40:00.000,7.65,0.01,7.65,0.00
2024-04-07,08:50:00.000,9.12,20.08,8.56,3.13
2024-04-07,09:00:00.000,10.08,17.04,9.64,2.95
2024-04-07,09:10:00.000,8.94,22.43,8.26,3.41
2024-04-07,09:20:00.000,10.19,6.06,10.13,1.08
2024-04-07,09:30:00.000,9.98,15.05,9.64,2.59
2024-04-07,09:40:00.000,7.38,25.69,6.65,3.20
2024-04-07,09:50:00.000,10.76,20.80,10.06,3.82
2024-04-07,10:00:00.000,10.13,19.83,9.53,3.44
2024-04-07,10:10:00.000,7.18,21.35,6.68,2.61
2024-04-07,10:20:00.000,6.96,18.75,6.59,2.24
2024-04-07,10:30:00.000,9.87,20.06,9.27,3.39
2024-04-07,10:40:00.000,6.45,24.38,5.87,2.66
2024-04-07,10:50:00.000,8.64,28.97,7.56,4.18
2024-04-07,11:00:00.000,7.65,26.26,6.86,3.38
2024-04-07,11:10:00.000,8.05,19.71,7.58,2.71
2024-04-07,11:20:00.000,7.45,18.07,7.08,2.31
2024-04-07,11:30:00.000,10.03,25.37,9.06,4.30
2024-04-07,11:40:00.000,5.25,40.77,3.98,3.43
2024-04-07,11:50:00.000,6.08,26.98,5.42,2.76
2024-04-07,12:00:00.000,8.70,14.82,8.41,2.22
2024-04-07,12:10:00.000,9.59,13.32,9.33,2.21
2024-04-07,12:20:00.000,6.52,5.96,6.48,0.68
2024-04-07,12:30:00.000,7.45,353.34,7.40,-0.86
2024-04-07,12:40:00.000,9.23,1.46,9.23,0.24
2024-04-07,12:50:00.000,6.52,9.45,6.43,1.07
2024-04-07,13:00:00.000,6.30,2.55,6.29,0.28
2024-04-07,13:10:00.000,7.18,8.39,7.10,1.05
2024-04-07,13:20:00.000,6.74,357.79,6.73,-0.26
